Name,Infomail,Latitude,Longitude,Bilanzsumme
Raiffeisenbank Buch-Eching eG,info@rb-eching.de,48.49848,12.06166,"450,478"
Raiffeisenbank Böllingertal eG,info@raiba-boellingertal.de,49.19571,9.14559,"117,684"
Raiffeisenbank Bobingen eG,info@raiba-bobingen.de,48.26879,10.83379,"506,730"
Raiffeisenbank Bissingen eG,info@rbbissingen.de,48.71775,10.61584,"149,220"
Raiffeisenbank Biebergrund-Petersberg eG,info@rb-biebergrund-petersberg.de,49.23894,7.56577,"403,184"
Raiffeisenbank Bidingen eG,info@raiba-bidingen.de,47.82988,10.72565,"70,733"
"Raiffeisenbank Bibertgrund eG, Zirndorf",info@raiba-bibertgrund.de,49.44576,10.95605,"411,612"
Raiffeisenbank Biberach eG,info@rb-biberach.de,48.1286,9.7972,"1,025,384"
Raiffeisenbank Beuerberg-Eurasburg eG,info@rb-beuerberg.de,48.33437,11.08327,"332,514"
Raiffeisenbank Berghülen eG,info@rb-berghuelen.de,48.46413,9.76111,"82,070"
Raiffeisenbank Bechhofen eG,info@rb-bechhofen.de,49.17056,10.56494,"98,129"
Raiffeisenbank Baunatal eG,info@rb-baunatal.de,51.25508,9.4119,"727,771"
Raiffeisenbank Baisweil-Eggenthal-Friesenried eG,info@rb-eggenthal.de,47.94428,10.54262,"140,953"
Raiffeisenbank Baiertal eG,info@rbbai.de,49.29426,8.69871,"175,226"
Raiffeisenbank Bad Windsheim eG,info@vbessen-cappeln.de,49.502,10.41753,"533,144"
Raiffeisenbank Bad Schussenried - Aulendorf eG,info@rbbs.de,47.95282,9.64093,"345,291"
Raiffeisenbank Bad Saulgau eG,info@rb-bad-saulgau.de,48.01581,9.50103,"240,291"
Raiffeisenbank Bad Kötzting eG,info@rb-koetzting.de,49.16984,12.87825,"234,141"
"Raiffeisenbank Augsburger Land West eG, Zusmarshausen",info@rb-alw.de,48.3999,10.59573,"862,835"
Raiffeisenbank Auerbach-Freihung eG,info@rb-af.de,49.6924,11.63257,"371,260"
Raiffeisenbank Aschberg eG,info@rb-aschberg.de,50.35449,8.04819,"372,582"
Raiffeisenbank Aschau-Samerberg eG,info@rb-as.de,47.7765,12.32342,"256,243"
Raiffeisenbank Arnstorf eG,info@rb-arnstorf.de,48.56351,12.8174,"387,131"
Raiffeisenbank Aresing-Gerolsbach eG,info@rb-arge.de,48.49374,11.3619,"417,647"
Raiffeisenbank Anger eG,info@rb-anger.de,47.80449,12.8547,"138,320"
"Raiffeisenbank am Kulm eG, Speichersdorf",info@rb-am-kulm.de,49.87565,11.77859,"130,513"
"Raiffeisenbank Am Goldenen Steig eG, Röhrnbach",info@rb-ags.de,48.73959,13.52242,"539,171"
"Raiffeisenbank am Dreisessel eG, Neureichenau",info@rb-dreisessel.de,48.74772,13.74697,"167,257"
Raiffeisenbank Altschweier eG,info@raiba-altschweier.de,48.69451,8.13442,"70,139"
Raiffeisenbank Altmühl-Jura,info@raiba-gretha.de,49.03528,11.47338,"698,119"
Raiffeisenbank Alteglofsheim-Hagelstadt eG,info@rb-ah.de,48.8955,12.21614,"135,205"
Raiffeisenbank Altdorf-Ergolding eG,info@rb-lala.de,48.57634,12.17148,"1,809,032"
Raiffeisenbank Aitrang-Ruderatshofen eG,info@raiba-aitrang-rud.de,47.81952,10.5356,"79,861"
Raiffeisenbank Aindling eG,info@raiba-aindling.de,48.51215,10.95282,"414,983"
Raiffeisenbank Aidlingen eG,info@ihrziel.de,48.67856,8.89833,"246,475"
Raiffeisenbank Aichhalden-Hardt-Sulgen eG,info@raibadirekt.de,50.6347,7.91796,"236,932"
"Raiffeisenbank ""Nahe"" eG",info@rb-nahe.de,49.45423,7.91368,"214,537"
Raiffeisen-Volksbank Wemding eG,info@rbrodenbach.de,48.87455,10.72402,"354,563"
Raiffeisen-Volksbank Varel-Nordenham eG,info@rvbvarelnordenham.de,53.39578,8.13721,"916,062"
Raiffeisen-Volksbank Tüßling-Unterneukirchen eG,info@rv-banken.de,48.2127,12.60036,"224,589"
"Raiffeisen-Volksbank Ries eG, Nördlingen",info@rvbankries.de,48.85166,10.48859,"1,297,075"
Raiffeisen-Volksbank Oder-Spree eG,info@rvboderspree.de,52.17216,14.24711,"307,938"
Raiffeisen-Volksbank Neustadt eG,info@raiba-neustadt.de,52.50551,9.46358,"141,228"
Raiffeisen-Volksbank Haßberge eG,info@rvb-hassberge.de,50.03187,10.50656,"627,041"
Raiffeisen-Volksbank Fresena eG,info@rvbfresena.de,53.5942,7.20674,"943,163"
"Raiffeisen-Volksbank eG, Aurich",info@meine-rvb.de,53.51229,7.39153,"1,997,298"
Raiffeisen-Volksbank Ebersberg eG,info@rv-ebe.de,48.05029,11.96613,"920,090"
Raiffeisen-Volksbank Donauwörth eG,info@rvb-donauwoerth.de,48.71804,10.78073,"1,969,241"
Raiffeisen-Volksbank Bad Staffelstein eG,info@rvb-bad-staffelstein.de,50.10283,10.99916,"351,833"
Raiffeisen-Volksbank Aschaffenburg eG,info@raiffeisen-volksbank-aschaffenburg.de,49.97405,9.14936,"3,203,052"
Raiffeisen-Bank Eschweiler eG,info@rb-eschweiler.de,50.8175,6.26309,"507,141"
"RAIFFEISEN Spar + Kreditbank eG, Lauf a. d. Pegnitz",info@rb-lauf.de,49.51235,11.2788,"588,091"
Raiffeisen - Volksbank Hermsdorfer Kreuz eG,info@hermsdorfer-kreuz.de,50.89795,11.85671,"129,942"
"Raiffeisen - meine Bank eG, Hilpoltstein",info@rmbeg.de,49.18896,11.18922,"880,492"
PSD Bank Westfalen-Lippe eG,info@psd-westfalen-lippe.de,51.96251,7.62519,"1,053,639"
PSD Bank West eG,info@psd-west.de,50.93836,6.95997,"1,847,414"
PSD Bank RheinNeckarSaar eG,info@psd-rheinneckarsaar.de,48.77845,9.18001,"2,436,967"
PSD Bank Rhein-Ruhr eG,info@psd-rhein-ruhr.de,51.2254,6.77631,"4,140,932"
PSD Bank Nürnberg eG,info@psd-nuernberg.de,49.45387,11.0773,"4,659,303"
PSD Bank Nord eG,info@psd-nord.de,53.55034,10.00065,"2,111,588"
PSD Bank München eG,info@psd-muenchen.de,48.3668,10.8987,"2,172,168"
PSD Bank Koblenz eG,info@psd-koblenz.de,50.35333,7.5944,"714,344"
PSD Bank Kiel eG,info@psd-kiel.de,54.32271,10.13556,"667,265"
PSD Bank Karlsruhe-Neustadt eG,info@psd-karlsruhe-neustadt.de,49.00687,8.40342,"2,063,043"
PSD Bank Hessen-Thüringen eG,info@psdbank-ht.de,50.14264,8.57163,"1,640,459"
PSD Bank Hannover eG,info@psd-hannover.de,52.37448,9.73855,"1,244,980"
PSD Bank Braunschweig eG,info@psd-braunschweig.de,52.26466,10.52361,"838,737"
PSD Bank Berlin-Brandenburg eG,info@psd-berlin-brandenburg.de,52.51704,13.38886,"2,179,103"
Pommersche Volksbank eG,info@pommerschevb.de,54.30963,13.08208,"1,004,723"
Pax-Bank eG,info@pax-bank.de,50.93836,6.95997,"3,540,309"
OstseeSparkasse Rostock,info@ospa.de,54.08689,12.1254,"5,617,073"
Ostsächsische Sparkasse Dresden,info@sparkasse-dresden.de,51.05396,13.7589,"14,878,005"
Ostfriesische Volksbank eG,info@ostfriesische-volksbank.de,53.20509,7.45946,"2,962,695"
Onstmettinger Bank eG,info@onstmettinger-bank.de,48.23305,8.99915,"186,178"
Nordthüringer Volksbank eG,info@nordthueringer-volksbank.de,51.50516,10.79253,"868,722"
Nord-Ostsee Sparkasse,info@nospa.de,54.78229,9.43153,"7,791,574"
Niederrheinisch Sparkasse RheinLippe,info@nispa.de,51.65673,6.62284,"3,379,676"
Nassauische Sparkasse,info@naspa.de,50.0777,8.23683,"15,160,161"
Müritz-Sparkasse,info@mueritz-sparkasse.de,53.5151,12.68543,"1,045,093"
Münsterländische Bank Thie & Co. KG,info@mlb.de,51.96251,7.62519,"110,989"
Münchner Bank eG,info@muenchner-bank.de,48.13711,11.57538,"3,530,897"
Mittelbrandenburgische Sparkasse in Potsdam,info@mbs.de,52.36257,13.0952,"16,640,293"
Mendener Bank eG,info@mendener-bank.de,51.43779,7.79538,"435,018"
"meine Volksbank Raiffeisenbank eG, Rosenheim",info@vb-rb.de,47.85393,12.12726,"10,780,469"
Märkische Bank eG,info@maerkische-bank.de,51.35829,7.4733,"1,542,236"
Mainzer Volksbank eG,info@mvb.de,50.00123,8.27625,"8,152,846"
"LIGA Bank eG, Regensburg",info@ligabank.de,49.01953,12.09749,"6,305,715"
levoBank eG,info@levo-bank.de,49.41324,6.90913,"832,275"
Leipziger Volksbank eG,info@leipziger-volksbank.de,51.34063,12.37473,"1,423,150"
Landessparkasse zu Oldenburg,info@lzo.com,53.14497,8.22639,"12,417,882"
Landesbank Berlin AG,info@berliner-sparkasse.de,52.52081,13.41364,"57,000,000"
Landbank Horlofftal eG,info@landbank-horlofftal.de,50.35836,8.87495,"172,552"
Kyffhäusersparkasse Artern-Sondershausen,info@kyffhaeusersparkasse.de,51.36963,10.86589,"1,232,468"
Kurhessische Landbank eG,info@kurhessische-landbank.de,51.31545,9.49241,"87,047"
KSK Schwalm-Eder,info@kreissparkasse-schwalm-eder.de,51.13357,9.54178,"2,579,399"
KSK Grafschaft Bentheim zu Nordhorn,info@sparkasse-nordhorn.de,52.43245,7.06424,"2,388,660"
Kreissparkasse Wiedenbrück,info@kskwd.de,51.8318,8.31126,"3,470,614"
Kreissparkasse Weilburg,info@ksk-weilburg.de,50.48855,8.25986,"1,291,832"
Kreissparkasse Walsrode,info@ksk-walsrode.de,52.8615,9.59558,"1,987,549"
Kreissparkasse Waiblingen,info@kskwn.de,48.82998,9.31462,"9,973,109"
Kreissparkasse Vulkaneifel,info@ksk-vulkaneifel.de,50.19856,6.82943,"1,152,702"
Kreissparkasse Verden,info@ksk-verden.de,52.92138,9.23233,"3,351,844"
Kreissparkasse Tuttlingen,info@ksk-tut.de,47.98208,8.80681,"4,247,610"
Kreissparkasse Tübingen,info@ksk-tuebingen.de,48.5123,9.048,"6,332,275"
Kreissparkasse Traunstein-Trostberg,info@spk-ts.de,47.86732,12.64359,"2,712,378"
Kreissparkasse Syke,info@ksk-syke.de,52.91298,8.8256,"4,410,731"
Kreissparkasse Stendal,info@ksk-stendal.de,52.61613,11.86759,"1,709,159"
Kreissparkasse Steinfurt,info@ksk-steinfurt.de,52.27313,7.71323,"5,479,652"
Kreissparkasse Stade,info@ksk-stade.de,53.59957,9.47745,"2,121,277"
Kreissparkasse St. Wendel,info@kskwnd.de,49.46691,7.16623,"1,617,001"
Kreissparkasse Soltau,info@ksk-soltau.de,52.98583,9.83646,"1,439,572"
Kreissparkasse Schlüchtern,info@ksk-schluechtern.de,50.34837,9.52462,"693,995"
Kreissparkasse Saarpfalz,info@ksk-saarpfalz.de,49.32259,7.33965,"2,090,912"
Kreissparkasse Saarlouis,info@ksk-saarlouis.de,49.31348,6.75384,"4,410,037"
Kreissparkasse Saalfeld-Rudolstadt,info@ksk-slf-ru.de,50.64847,11.36051,"1,701,441"
Kreissparkasse Saale-Orla,info@ksk-saale-orla.de,50.577,11.80626,"1,175,544"
Kreissparkasse Rottweil,info@sparkasse-rottweil.de,48.16146,8.63434,"3,494,823"
Kreissparkasse Rhein-Hunsrück,info@kskrh.de,49.98373,7.52699,"2,090,927"
Kreissparkasse Reutlingen,info@ksk-reutlingen.de,48.49448,9.19833,"6,187,125"
Kreissparkasse Ravensburg,info@kreissparkasse-ravensburg.de,47.78095,9.60833,"5,624,929"
Kreissparkasse Ostalb,info@ksk-ostalb.de,48.83864,10.09561,"6,349,552"
Kreissparkasse Northeim,info@KSN-Northeim.de,51.70551,9.99791,"1,809,729"
Kreissparkasse Nordhausen,info@kskndh.de,51.50318,10.79571,"1,632,801"
Kreissparkasse München Starnberg Ebersberg,info@kskmse.de,48.13314,11.5672,"13,903,428"
Kreissparkasse Miesbach-Tegernsee,info@ksk-mbteg.de,47.79003,11.83093,"2,425,776"
Kreissparkasse Melle,info@ksk-melle.de,52.20396,8.34085,"1,639,844"
Kreissparkasse Mayen,info@kskmayen.de,50.32809,7.22721,"2,372,663"
Kreissparkasse Ludwigsburg,info@ksklb.de,48.89455,9.18635,"12,671,257"
Kreissparkasse Limburg,info@ksk-limburg.de,50.38747,8.05946,"1,818,777"
Kreissparkasse Kusel,info@ksk-kusel.de,49.54013,7.39992,"1,853,379"
Kreissparkasse Köln,info@ksk-koeln.de,50.93695,6.94637,"29,170,655"
Kreissparkasse Kelheim,info@kreissparkasse-kelheim.de,48.92119,11.88601,"2,830,094"
Kreissparkasse Hildburghausen,info@sparkasse-hildburghausen.de,50.42398,10.71893,"789,449"
